,,"Global Wind Power Tracker, December 2023",,,,,,,,,,,,,,,,,
,,Tracker includes wind farm phases 10 MW and greater.,,,,,,,,,,,,,,,,,
,,Countries in bold were updated for the December 2023 release. All others were last updated May 2023.,,,,,,,,,,,,,,,,,
,,Global Energy Monitor,,,,,,,,,,,,,,,,,
Region,Country,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,No Year
Africa,Angola,0,114,0,0,0,52,88,48,0,0,62,42,36,44,100,0,0,116
Africa,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Africa,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Africa,Chad,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,059"
Africa,Egypt,250,"8,000","1,002","13,703",0,0,0,0,0,0,0,0,0,0,0,0,0,"25,120"
Africa,Ethiopia,200,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736
Africa,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,365"
Africa,Kenya,0,100,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,360
Africa,Madagascar,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
Africa,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
Africa,Mali,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,100"
Africa,Morocco,400,378,63,0,"5,000",0,0,"3,500",0,0,0,0,0,0,0,0,0,"16,630"
Africa,Mozambique,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Africa,Namibia,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,804"
Africa,Niger,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Réunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Africa,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Africa,South Africa,0,"1,671",533,0,0,0,0,0,0,0,0,0,40,0,0,0,0,445
Africa,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
Africa,Tanzania,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Tunisia,0,0,525,0,75,0,0,0,0,0,0,0,0,0,0,0,0,30
Africa,Uganda,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Africa,Western Sahara,380,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
Africa,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
